dialogue,label
"Patient: I have stable seasonal allergies intermittently, manageable at home. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have persistent ankle swelling after fall since last night, with fatigue. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have concerning migraine with nausea today, affecting daily activity. Doctor: Needs same-day clinical review.",urgent
"Patient: I have worsening ear pain with fever since last night, affecting daily activity. Doctor: Needs same-day clinical review.",urgent
"Patient: I have moderate high fever with cough since last night, with poor appetite. Doctor: Needs same-day clinical review.",urgent
"Patient: I have mild medicine refill request for a week, without red flags. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have persistent eye pain with redness since last night, with fatigue. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have severe vomiting blood suddenly today, with dizziness. Doctor: Go to emergency now.",emergency
"Patient: I have unchanged annual diabetes follow-up for a week, without red flags. Doctor: Continue home care and review routinely.",routine
"Patient: I have worsening worsening abdominal pain for one day, despite home care. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have very severe severe allergic swelling for 20 minutes, while resting. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have stable medicine refill request for a few days, non-urgent. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have critical shortness of breath at rest since this morning, while resting. Doctor: Go to emergency now.",emergency
"Patient: I have moderate migraine with nausea today, with poor appetite. Doctor: Visit urgent care the same day.",urgent
"Patient: I have rapidly worsening new seizure since this morning, while resting. Doctor: Call emergency services immediately.",emergency
"Patient: I have worsening moderate dehydration since last night, affecting daily activity. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have rapidly worsening shortness of breath at rest since this morning, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have persistent asthma symptoms not improving since last night, with fatigue. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have persistent worsening abdominal pain today, with fatigue. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have low-grade skin care concerns for a few days, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have persistent painful urination for one day, affecting daily activity. Doctor: Visit urgent care the same day.",urgent
"Patient: I have stable medicine refill request intermittently, non-urgent. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have unchanged annual diabetes follow-up for months, no acute distress. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have critical vomiting blood since this morning, after exercise. Doctor: Do not delay urgent transport to ER.",emergency
Patient: Breathlessness at rest and blue lips. Doctor: Go to acute now.,emergency
"Patient: I have moderate high fever with cough for two days, with fatigue. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have rapidly worsening new seizure since this morning, while resting. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have persistent asthma symptoms not improving for two days, despite home care. Doctor: Needs same-day clinical review.",urgent
"Patient: I have stable occasional knee discomfort for a few days, no acute distress. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have persistent high fever with cough for two days, with poor appetite. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have moderate asthma symptoms not improving since last night, affecting daily activity. Doctor: Needs same-day clinical review.",urgent
"Patient: I have low-grade nutrition counseling request for months, no acute distress. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have unchanged occasional knee discomfort for a few days, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have very severe severe allergic swelling for 20 minutes, while resting. Doctor: Go to emergency now.",emergency
"Patient: I have persistent asthma symptoms not improving for two days, affecting daily activity. Doctor: Visit urgent care the same day.",urgent
"Patient: I have moderate moderate dehydration for two days, with poor appetite. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have concerning ankle swelling after fall since last night, despite home care. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have unchanged seasonal allergies intermittently, without red flags. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have low-grade stable chronic back pain for months, non-urgent. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have persistent painful urination for one day, with fatigue. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have severe shortness of breath at rest suddenly today, after exercise. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have low-grade seasonal allergies for a week, manageable at home. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have rapidly worsening new seizure suddenly today, with sweating. Doctor: Go to emergency now.",emergency
"Patient: I have moderate eye pain with redness for two days, with poor appetite. Doctor: Please attend urgent clinic within 24 hours.",urgent
Patient: Chronic back pain unchanged for months. Doctor: regular physiotherapy referral.,routine
"Patient: I have moderate persistent vomiting for one day, despite home care. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have critical crushing chest pain suddenly today, while resting. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have worsening moderate dehydration since last night, affecting daily activity. Doctor: Visit urgent care the same day.",urgent
"Patient: I have severe blue lips for 20 minutes, with dizziness. Doctor: Go to emergency now.",emergency
"Patient: I have low-grade sleep difficulty without alarm signs intermittently, non-urgent. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have unchanged stable thyroid follow-up intermittently, without red flags. Doctor: Continue home care and review routinely.",routine
"Patient: I have moderate persistent vomiting for two days, with fatigue. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have unchanged stable chronic back pain for months, non-urgent. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have mild skin care concerns for months, without red flags. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have concerning persistent vomiting today, affecting daily activity. Doctor: Needs same-day clinical review.",urgent
"Patient: I have low-grade nutrition counseling request for a few days, without red flags. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have low-grade medicine refill request for a few days, manageable at home. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have severe blue lips for 20 minutes, after exercise. Doctor: Call emergency services immediately.",emergency
"Patient: I have moderate asthma symptoms not improving for one day, with fatigue. Doctor: Visit urgent care the same day.",urgent
"Patient: I have severe crushing chest pain since this morning, with dizziness. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have stable nutrition counseling request for a few days, without red flags. Doctor: Continue home care and review routinely.",routine
"Patient: I have severe one-sided weakness for 20 minutes, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have critical uncontrolled heavy bleeding since this morning, with sweating. Doctor: Go to emergency now.",emergency
"Patient: I have persistent moderate dehydration for two days, with fatigue. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have very severe vomiting blood for 1 hour, after exercise. Doctor: Call emergency services immediately.",emergency
"Patient: I have unchanged annual diabetes follow-up for months, non-urgent. Doctor: Routine follow-up is appropriate.",routine
Patient: Breathlessness at rest and blue lips. Doctor: Go to emergency now.,emergency
"Patient: I have severe severe allergic swelling since this morning, with dizziness. Doctor: Go to emergency now.",emergency
"Patient: I have low-grade stable thyroid follow-up for a few days, no acute distress. Doctor: Continue home care and review routinely.",routine
"Patient: I have low-grade nutrition counseling request for a few days, manageable at home. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have low-grade occasional knee discomfort for a week, without red flags. Doctor: Continue home care and review routinely.",routine
"Patient: I have concerning migraine with nausea since last night, despite home care. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have stable seasonal allergies for a week, without red flags. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have mild seasonal allergies intermittently, no acute distress. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have worsening ankle swelling after fall since last night, despite home care. Doctor: Needs same-day clinical review.",urgent
"Patient: I have rapidly worsening shortness of breath at rest for 20 minutes, with sweating. Doctor: Call emergency services immediately.",emergency
Patient: Persistent chest pressure radiating to arm. Doctor: ER care immediately.,emergency
"Patient: I have stable occasional knee discomfort for a week, no acute distress. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have very severe severe allergic swelling suddenly today, with dizziness. Doctor: Call emergency services immediately.",emergency
"Patient: I have concerning eye pain with redness for two days, with fatigue. Doctor: Needs same-day clinical review.",urgent
"Patient: I have rapidly worsening uncontrolled heavy bleeding suddenly today, with sweating. Doctor: Call emergency services immediately.",emergency
"Patient: I have mild occasional knee discomfort for months, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have rapidly worsening vomiting blood suddenly today, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have rapidly worsening one-sided weakness for 1 hour, after exercise. Doctor: Go to emergency now.",emergency
"Patient: I have severe new seizure for 20 minutes, after exercise. Doctor: Go to emergency now.",emergency
"Patient: I have concerning ear pain with fever for one day, despite home care. Doctor: Needs same-day clinical review.",urgent
"Patient: I have moderate ear pain with fever today, with poor appetite. Doctor: Needs same-day clinical review.",urgent
"Patient: I have severe slurred speech for 20 minutes, with dizziness. Doctor: Call emergency services immediately.",emergency
"Patient: I have unchanged mild sore throat for months, without red flags. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have worsening ear pain with fever for one day, despite home care. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have stable sleep difficulty without alarm signs intermittently, without red flags. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have moderate moderate dehydration today, with fatigue. Doctor: Visit urgent care the same day.",urgent
"Patient: I have moderate painful urination for two days, with poor appetite. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have worsening ankle swelling after fall today, with poor appetite. Doctor: Visit urgent care the same day.",urgent
"Patient: I have stable sleep difficulty without alarm signs for months, without red flags. Doctor: Continue home care and review routinely.",routine
"Patient: I have stable stable thyroid follow-up for a few days, without red flags. Doctor: Continue home care and review routinely.",routine
"Patient: I have moderate worsening abdominal pain since last night, with fatigue. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have moderate persistent vomiting for one day, with poor appetite. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have severe one-sided weakness suddenly today, after exercise. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have worsening worsening abdominal pain since last night, despite home care. Doctor: Visit urgent care the same day.",urgent
"Patient: I have low-grade seasonal allergies for months, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have unchanged sleep difficulty without alarm signs intermittently, non-urgent. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have very severe one-sided weakness for 20 minutes, with sweating. Doctor: Call emergency services immediately.",emergency
"Patient: I have unchanged occasional knee discomfort for months, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have very severe confusion after fainting suddenly today, with sweating. Doctor: Call emergency services immediately.",emergency
"Patient: I have very severe severe allergic swelling suddenly today, with dizziness. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have concerning painful urination since last night, with poor appetite. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have very severe blue lips for 1 hour, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have very severe uncontrolled heavy bleeding for 1 hour, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have critical blue lips for 1 hour, while resting. Doctor: Go to emergency now.",emergency
"Patient: I have rapidly worsening one-sided weakness for 20 minutes, with dizziness. Doctor: Go to emergency now.",emergency
"Patient: I have very severe confusion after fainting since this morning, with sweating. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have rapidly worsening blue lips for 20 minutes, with sweating. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have stable annual diabetes follow-up intermittently, manageable at home. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have low-grade seasonal allergies for months, manageable at home. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have mild annual diabetes follow-up for months, no acute distress. Doctor: Continue home care and review routinely.",routine
"Patient: I have very severe uncontrolled heavy bleeding for 1 hour, with sweating. Doctor: Call emergency services immediately.",emergency
"Patient: I have severe one-sided weakness for 1 hour, while resting. Doctor: Go to emergency now.",emergency
"Patient: I have concerning migraine with nausea for one day, affecting daily activity. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have concerning moderate dehydration for two days, affecting daily activity. Doctor: Needs same-day clinical review.",urgent
"Patient: I have concerning ankle swelling after fall for one day, affecting daily activity. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have persistent eye pain with redness since last night, with poor appetite. Doctor: Needs same-day clinical review.",urgent
"Patient: I have moderate eye pain with redness since last night, with fatigue. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have unchanged stable thyroid follow-up for a few days, non-urgent. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have mild skin care concerns for a week, no acute distress. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have low-grade stable thyroid follow-up for months, no acute distress. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have rapidly worsening blue lips for 1 hour, after exercise. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have very severe crushing chest pain for 1 hour, with sweating. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have concerning worsening abdominal pain today, with poor appetite. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have moderate worsening abdominal pain for one day, despite home care. Doctor: Visit urgent care the same day.",urgent
"Patient: I have persistent asthma symptoms not improving today, with poor appetite. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have moderate worsening abdominal pain for two days, despite home care. Doctor: Visit urgent care the same day.",urgent
"Patient: I have critical uncontrolled heavy bleeding suddenly today, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have critical crushing chest pain for 1 hour, after exercise. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have critical new seizure since this morning, with dizziness. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have persistent worsening abdominal pain for one day, with poor appetite. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have worsening persistent vomiting since last night, despite home care. Doctor: Visit urgent care the same day.",urgent
"Patient: I have low-grade skin care concerns for a week, without red flags. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have low-grade nutrition counseling request for a few days, no acute distress. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have mild sleep difficulty without alarm signs for a week, without red flags. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have mild stable thyroid follow-up for a few days, non-urgent. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have moderate moderate dehydration for one day, despite home care. Doctor: Needs same-day clinical review.",urgent
"Patient: I have rapidly worsening uncontrolled heavy bleeding since this morning, with sweating. Doctor: Go to emergency now.",emergency
"Patient: I have rapidly worsening shortness of breath at rest for 20 minutes, with dizziness. Doctor: Go to emergency now.",emergency
"Patient: I have moderate painful urination for one day, affecting daily activity. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have critical confusion after fainting since this morning, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have persistent persistent vomiting today, with poor appetite. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have low-grade annual diabetes follow-up for a few days, non-urgent. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have mild stable chronic back pain for a week, no acute distress. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have persistent ear pain with fever since last night, affecting daily activity. Doctor: Needs same-day clinical review.",urgent
"Patient: I have worsening ankle swelling after fall for one day, with fatigue. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have low-grade skin care concerns for a week, manageable at home. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have mild skin care concerns for months, non-urgent. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have low-grade sleep difficulty without alarm signs for a few days, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have unchanged skin care concerns for a few days, manageable at home. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have unchanged annual diabetes follow-up for a week, without red flags. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have worsening moderate dehydration since last night, with poor appetite. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have very severe new seizure for 20 minutes, with sweating. Doctor: Go to emergency now.",emergency
"Patient: I have worsening high fever with cough for one day, with poor appetite. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have very severe one-sided weakness since this morning, with dizziness. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have worsening eye pain with redness for two days, despite home care. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have concerning worsening abdominal pain since last night, with fatigue. Doctor: Needs same-day clinical review.",urgent
"Patient: I have severe shortness of breath at rest suddenly today, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have moderate high fever with cough since last night, with fatigue. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have critical slurred speech for 1 hour, while resting. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have moderate persistent vomiting today, affecting daily activity. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have worsening ankle swelling after fall since last night, with poor appetite. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have critical blue lips for 1 hour, after exercise. Doctor: Go to emergency now.",emergency
"Patient: I have very severe uncontrolled heavy bleeding for 20 minutes, with dizziness. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have mild mild sore throat for a week, manageable at home. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have moderate ankle swelling after fall for two days, with poor appetite. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have mild occasional knee discomfort for a week, without red flags. Doctor: Schedule a routine clinic appointment.",routine
Patient: Asthma inhaler is not helping much this morning. Doctor: Please visit immediate clinic.,urgent
"Patient: I have concerning asthma symptoms not improving today, affecting daily activity. Doctor: Visit urgent care the same day.",urgent
"Patient: I have mild sleep difficulty without alarm signs for a few days, no acute distress. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have very severe slurred speech suddenly today, with dizziness. Doctor: Call emergency services immediately.",emergency
"Patient: I have very severe new seizure for 20 minutes, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have concerning worsening abdominal pain for two days, with fatigue. Doctor: Needs same-day clinical review.",urgent
"Patient: I have unchanged skin care concerns intermittently, non-urgent. Doctor: Continue home care and review routinely.",routine
"Patient: I have unchanged nutrition counseling request for a week, manageable at home. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have stable stable chronic back pain for months, no acute distress. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have low-grade sleep difficulty without alarm signs intermittently, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have persistent worsening abdominal pain today, affecting daily activity. Doctor: Needs same-day clinical review.",urgent
"Patient: I have persistent high fever with cough for one day, with poor appetite. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have worsening eye pain with redness today, despite home care. Doctor: Needs same-day clinical review.",urgent
"Patient: I have low-grade seasonal allergies intermittently, non-urgent. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have concerning ankle swelling after fall for one day, despite home care. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have rapidly worsening shortness of breath at rest for 20 minutes, with sweating. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have severe uncontrolled heavy bleeding suddenly today, with sweating. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have mild stable chronic back pain for a few days, no acute distress. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have mild skin care concerns for a few days, no acute distress. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have concerning painful urination for one day, with fatigue. Doctor: Needs same-day clinical review.",urgent
"Patient: I have worsening asthma symptoms not improving since last night, with fatigue. Doctor: Needs same-day clinical review.",urgent
"Patient: I have unchanged stable thyroid follow-up intermittently, no acute distress. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have rapidly worsening uncontrolled heavy bleeding suddenly today, after exercise. Doctor: Call emergency services immediately.",emergency
"Patient: I have persistent painful urination for two days, with fatigue. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have low-grade stable thyroid follow-up for a week, non-urgent. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have critical blue lips suddenly today, with sweating. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have low-grade mild sore throat for months, no acute distress. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have stable stable chronic back pain for a few days, without red flags. Doctor: Continue home care and review routinely.",routine
"Patient: I have moderate ear pain with fever for one day, despite home care. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have persistent persistent vomiting since last night, with poor appetite. Doctor: Needs same-day clinical review.",urgent
"Patient: I have worsening moderate dehydration today, despite home care. Doctor: Visit urgent care the same day.",urgent
"Patient: I have severe vomiting blood for 20 minutes, with sweating. Doctor: Call emergency services immediately.",emergency
"Patient: I have severe one-sided weakness since this morning, with sweating. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have mild annual diabetes follow-up intermittently, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have persistent eye pain with redness since last night, affecting daily activity. Doctor: Urgent outpatient assessment is recommended.",urgent
"Patient: I have rapidly worsening confusion after fainting suddenly today, after exercise. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have severe shortness of breath at rest for 20 minutes, after exercise. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have critical shortness of breath at rest since this morning, with sweating. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have mild sleep difficulty without alarm signs for months, without red flags. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have stable stable chronic back pain for months, manageable at home. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have unchanged annual diabetes follow-up for a week, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have severe crushing chest pain for 20 minutes, with dizziness. Doctor: Call emergency services immediately.",emergency
"Patient: I have rapidly worsening uncontrolled heavy bleeding since this morning, while resting. Doctor: Call emergency services immediately.",emergency
"Patient: I have moderate high fever with cough since last night, with fatigue. Doctor: Needs same-day clinical review.",urgent
"Patient: I have severe crushing chest pain since this morning, after exercise. Doctor: Call emergency services immediately.",emergency
"Patient: I have concerning moderate dehydration today, despite home care. Doctor: Needs same-day clinical review.",urgent
"Patient: I have rapidly worsening new seizure suddenly today, with sweating. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have unchanged stable thyroid follow-up for a few days, manageable at home. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have persistent asthma symptoms not improving for two days, with poor appetite. Doctor: Visit urgent care the same day.",urgent
"Patient: I have moderate migraine with nausea for two days, affecting daily activity. Doctor: Visit urgent care the same day.",urgent
"Patient: I have concerning ankle swelling after fall today, with poor appetite. Doctor: Visit urgent care the same day.",urgent
"Patient: I have worsening migraine with nausea for one day, affecting daily activity. Doctor: Needs same-day clinical review.",urgent
"Patient: I have unchanged mild sore throat for months, non-urgent. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have stable stable thyroid follow-up for a week, without red flags. Doctor: Continue home care and review routinely.",routine
"Patient: I have low-grade stable thyroid follow-up for a few days, manageable at home. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have stable mild sore throat for months, without red flags. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have stable mild sore throat for a week, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have mild stable chronic back pain for months, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have rapidly worsening crushing chest pain for 20 minutes, after exercise. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have very severe slurred speech since this morning, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have mild occasional knee discomfort for a few days, no acute distress. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have low-grade medicine refill request for months, no acute distress. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have moderate worsening abdominal pain for one day, despite home care. Doctor: Needs same-day clinical review.",urgent
"Patient: I have rapidly worsening uncontrolled heavy bleeding since this morning, after exercise. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have persistent migraine with nausea today, affecting daily activity. Doctor: Visit urgent care the same day.",urgent
"Patient: I have very severe vomiting blood for 1 hour, after exercise. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have persistent painful urination since last night, with poor appetite. Doctor: Needs same-day clinical review.",urgent
"Patient: I have worsening asthma symptoms not improving for two days, with fatigue. Doctor: Needs same-day clinical review.",urgent
"Patient: I have critical new seizure suddenly today, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have concerning asthma symptoms not improving since last night, despite home care. Doctor: Needs same-day clinical review.",urgent
"Patient: I have low-grade stable chronic back pain for months, manageable at home. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have concerning moderate dehydration for two days, despite home care. Doctor: Needs same-day clinical review.",urgent
"Patient: I have worsening asthma symptoms not improving for two days, despite home care. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have mild annual diabetes follow-up for a few days, manageable at home. Doctor: Continue home care and review routinely.",routine
"Patient: I have worsening painful urination since last night, despite home care. Doctor: Please attend urgent clinic within 24 hours.",urgent
"Patient: I have mild annual diabetes follow-up for months, non-urgent. Doctor: Continue home care and review routinely.",routine
"Patient: I have stable occasional knee discomfort for a week, no acute distress. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have severe vomiting blood for 20 minutes, after exercise. Doctor: Call emergency services immediately.",emergency
"Patient: I have critical severe allergic swelling for 20 minutes, while resting. Doctor: Go to emergency now.",emergency
"Patient: I have unchanged mild sore throat intermittently, manageable at home. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have low-grade occasional knee discomfort for a few days, non-urgent. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have very severe crushing chest pain suddenly today, while resting. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have low-grade nutrition counseling request for months, no acute distress. Doctor: Continue home care and review routinely.",routine
"Patient: I have mild nutrition counseling request for a few days, without red flags. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have mild occasional knee discomfort intermittently, without red flags. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have stable annual diabetes follow-up intermittently, without red flags. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have mild stable thyroid follow-up for a week, without red flags. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have unchanged stable thyroid follow-up intermittently, manageable at home. Doctor: Schedule a routine clinic appointment.",routine
"Patient: I have mild medicine refill request for a week, no acute distress. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have low-grade medicine refill request for months, non-urgent. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have mild mild sore throat for a few days, without red flags. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have mild medicine refill request for a week, non-urgent. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have stable medicine refill request intermittently, without red flags. Doctor: Routine follow-up is appropriate.",routine
"Patient: I have rapidly worsening new seizure for 20 minutes, while resting. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have very severe severe allergic swelling since this morning, after exercise. Doctor: Do not delay urgent transport to ER.",emergency
"Patient: I have unchanged seasonal allergies for a week, no acute distress. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have rapidly worsening one-sided weakness for 1 hour, after exercise. Doctor: Call emergency services immediately.",emergency
"Patient: I have mild stable chronic back pain for a week, no acute distress. Doctor: Continue home care and review routinely.",routine
"Patient: I have concerning painful urination for one day, with poor appetite. Doctor: Needs same-day clinical review.",urgent
"Patient: I have rapidly worsening uncontrolled heavy bleeding for 20 minutes, after exercise. Doctor: Call emergency services immediately.",emergency
"Patient: I have rapidly worsening shortness of breath at rest since this morning, after exercise. Doctor: This requires emergency department evaluation now.",emergency
"Patient: I have unchanged stable thyroid follow-up for a few days, without red flags. Doctor: Continue home care and review routinely.",routine
"Patient: I have low-grade nutrition counseling request for months, non-urgent. Doctor: Book a non-urgent outpatient visit.",routine
"Patient: I have very severe one-sided weakness since this morning, while resting. Doctor: Go to emergency now.",emergency
